8428835,3363848
10298350,-773292
2356736,-8326093
393434,-6455052
18841,2399616
4823304,1516701
10029215,10020
526389,-3342289
538100,-6828800
3536000,563149
16023709,-2619244
8428836,3659784
10298456,-772136
2386176,-8326085
7405720,-6455052
39057,2399616
9998600,-7723875
9570426,37412
555580,7405722
8010996,-7180032
3929216,562252
16023709,-2619244
8428836,3921928
10298571,-771356
2413568,-8326086
14418158,-6455052
61077,2399616
9541384,-777059
9898093,64804
552249,-7274483
13776372,-6718208
3536000,563581
16023709,-3012455
8428837,3338248
10298678,-773392
2440704,-8326094
5177365,-6455052
31898,2465152
8165896,6235549
10094598,28709
587570,4718712
16200436,-6797312
3339392,563272
16023709,198810
8428837,3343112
10298785,-773373
2470144,-8326093
12189854,-6455052
40605,2465152
10394888,-3005027
10160166,56101
534068,4587747
2503924,-6601216
3470464,563002
16023709,6752407
8428838,3434248
10298900,-772907
2497536,-8326092
2359389,-6455052
23958,2530688
4035592,4007581
9701615,17702
585525,3997782
15873780,-7201024
3601536,561695
16023709,-915310
8428838,3807752
10299007,-771558
2524928,-8326086
9961668,-6455052
35727,2530688
9146120,-5757283
9373722,47142
571965,6553793
12205556,-7445504
4060288,560740
16023709,329871
8428838,3998984
10299114,-770811
2554368,-8326084
131162,-6455052
23186,2596224
5935624,1779613
9832670,8999
581177,4718766
5258740,-7080960
4060288,562164
16023709,-6420334
8428840,4169224
10299607,-770146
2680576,-8326081
15663322,-6455052
55953,2661760
14323976,534941
9504899,4137
557886,-3932136
8601332,-7224320
4060288,561674
16023709,5507218
8428841,4019208
10299722,-771422
2707968,-8326086
5898462,-6455052
56978,2727296
7967240,7547293
9570538,31529
584246,7929995
931316,-7139328
3536000,561936
16023709,919699
8428841,3520008
10299828,-772682
2735360,-8326091
13435101,-6455052
23956,2727296
6132744,-2283107
9701424,60969
535094,-1572618
2766580,-7018496
3601536,562408
16023709,7669910
8428842,3568904
10299935,-772491
2764800,-8326090
3670171,-6455052
39832,2792832
10197000,5253789
10029194,22826
559671,-6750111
9058292,-6711040
3732608,563347
16023709,6686872
8428842,3696136
10300050,-771783
2791936,-8326087
10682435,-6455052
17300,2792832
8556808,-4511075
9504826,50218
539196,-8257324
7421940,-7197440
4191360,561709
16023709,7407762
8428842,4219144
10300157,-769951
2819328,-8326080
1441974,-6455052
34450,2858368
8819208,2501533
9570471,13867
530239,4390975
1523700,-7191808
4191360,561731
16023709,1968273
8428843,4005384
10300264,-770786
2848768,-8326087
8388838,-6455052
59025,2858368
15110408,-6739043
9635858,17453
547392,5636172
5914868,-7514624
4256896,560470
16023709,-8255345
8428845,4162056
10300790,-770174
2983424,-8326083
9306322,-6455052
53901,2989440
13798664,-5821027
9242761,44845
559417,-1376073
8993268,-7476480
3667072,560954
16023709,-5896049
8428845,3646984
10300905,-772132
3010816,-8326089
16318509,-6455052
11661,3054976
10323976,1191581
8914973,6702
531769,-6488022
408052,-7969024
3798144,558695
16023709,395398
8428846,3727112
10301011,-771873
3038208,-8326088
7077920,-6455052
58502,3054976
14976520,8203933
8784071,36142
551226,1638549
6896372,-7661312
3863680,559897
16023709,-2029424
8428846,3858696
10301118,-771359
3067648,-8326085
14090473,-6455052
59795,3054976
15307528,-1036643
9504930,63534
565821,-6225920
10632692,-7233280
4256896,560764
16023709,-915314
8428847,4256264
10301233,-769456
3095040,-8326078
4325587,-6455052
54161,3120512
10327048,5910429
9701617,25391
586049,-6487949
803316,-7255296
4322432,561483
16023709,788625
